sentence,sentiment
[TGT] falls to 3-week low vs yen after Fed minutes,negative
Dollar falls to 3-week low vs [TGT] after Fed minutes,neutral
"[TGT] firms, hits 7-year high vs yen after U.S. elections",positive
"Dollar firms, hits 7-year high vs [TGT] after U.S. elections",neutral
"[TGT] steadies from payrolls wobble, Aussie firmer on house data",neutral
"Dollar steadies from payrolls wobble, [TGT] firmer on house data",neutral
"Dry spell may push up [TGT], almond prices during festivity",positive
"Dry spell may push up pistachio, [TGT] prices during festivity",positive
"Euro on defensive after ECB bond buying report, [TGT] soft",negative
"[TGT] on defensive after ECB bond buying report, yen soft",neutral
"[TGT] wobbles on chance of more ECB action, Aussie perkier",neutral
"Euro wobbles on chance of more ECB action, [TGT] perkier",neutral
"[TGT] drops for fourth day on sustained selling, global cues",negative
[TGT] falls Rs 135 on global cues; silver ends steady,negative
Gold falls Rs 135 on global cues; [TGT] ends steady,neutral
"[TGT] holds below 2-week high on robust dollar, US economy",positive
"Gold holds below 2-week high on robust [TGT], US economy",positive
"[TGT], UltraTech and Apollo Tyres are best bets: Ashwani Gujral",positive
"Havells, [TGT] and Apollo Tyres are best bets: Ashwani Gujral",positive
"Havells, UltraTech and [TGT] are best bets: Ashwani Gujral",positive
[TGT] flat at lunch; Wall Street leads offsetted,neutral
"[TGT], ITC should always be part of portfolio: Vivek Mavani",positive
"HUL, [TGT] should always be part of portfolio: Vivek Mavani",positive
[TGT] hits 2-month high on China PMI; Dai-ichi Life dives,positive
Nikkei hits 2-month high on China PMI; [TGT] dives,negative
"Overweight on [TGT], Infosys top pick in near-term: Gautam Chhaochharia",positive
"Overweight on IT, [TGT] top pick in near-term: Gautam Chhaochharia",positive
"[TGT], Lanco, Punj drop as bidding for projects restricted",negative
"Adani Ports, [TGT], Punj drop as bidding for projects restricted",negative
"Adani Ports, Lanco, [TGT] drop as bidding for projects restricted",negative
Advise avoidance of both [TGT]: Saurabh Mukherjea,negative
"[TGT] dip on Dow drop, China data cuts loss",negative
"Asia stocks dip on [TGT] drop, China data cuts loss",negative
"Asia stocks stall after Wall Street slips, [TGT] holds gains",positive
"[TGT] stall after Wall Street slips, dollar holds gains",neutral
"[TGT], Wockhardt should be avoided on USFDA issue: Dipan Mehta",negative
"Ranbaxy, [TGT] should be avoided on USFDA issue: Dipan Mehta",negative
"[TGT], auto, energy stocks may push Nifty higher: Mitesh Thacker",positive
"Bank, [TGT], energy stocks may push Nifty higher: Mitesh Thacker",positive
"Bank, auto, [TGT] may push Nifty higher: Mitesh Thacker",positive
"[TGT], autos and IT will lead the rally: Prashasta Seth",positive
"Banking, [TGT] and IT will lead the rally: Prashasta Seth",positive
"Banking, autos and [TGT] will lead the rally: Prashasta Seth",positive
"[TGT], IT and FMCG are top rung sectors: Prashasta Seth",positive
"Banks, [TGT] and FMCG are top rung sectors: Prashasta Seth",positive
"Banks, IT and [TGT] are top rung sectors: Prashasta Seth",positive
"Bearishness towards [TGT], rupee ebbs; rises for other Asian currencies",positive
"Bearishness towards yuan, [TGT] ebbs; rises for other Asian currencies",positive
"[TGT], Motilal AMC line up ETFs based on S&P 500",neutral
"Benchmark, [TGT] line up ETFs based on S&P 500",neutral
"[TGT], Bharti Infra may make it to MSCI India",positive
"Bharat Forge, [TGT] may make it to MSCI India",positive
"Bharat Forge, Bharti Infra may make it to [TGT]",neutral
"[TGT], Idea are out for some more time: CK Narayan",positive
"Bharti, [TGT] are out for some more time: CK Narayan",positive
"[TGT], Sensex future contracts up in May on Dubai exchange",positive
"Rupee, [TGT] future contracts up in May on Dubai exchange",positive
"Brokerage views on [TGT], ITC, Coal India, Wipro, HUL, M&M",neutral
"Brokerage views on RIL, [TGT], Coal India, Wipro, HUL, M&M",neutral
"Brokerage views on RIL, ITC, [TGT], Wipro, HUL, M&M",neutral
"Brokerage views on RIL, ITC, Coal India, [TGT], HUL, M&M",neutral
"Brokerage views on RIL, ITC, Coal India, Wipro, [TGT], M&M",neutral
"Brokerage views on RIL, ITC, Coal India, Wipro, HUL, [TGT]",neutral
"Brokerage views on [TGT], Sesa Goa, United Spirits, PFC",neutral
"Brokerage views on Tech Mahindra, [TGT], United Spirits, PFC",neutral
"Brokerage views on Tech Mahindra, Sesa Goa, [TGT], PFC",neutral
"Brokerage views on Tech Mahindra, Sesa Goa, United Spirits, [TGT]",neutral
"Brokerages' views on [TGT], Bosch, Sun Pharma, Nestle India, UPL",neutral
"Brokerages' views on Pidilite, [TGT], Sun Pharma, Nestle India, UPL",neutral
"Brokerages' views on Pidilite, Bosch, [TGT], Nestle India, UPL",neutral
"Brokerages' views on Pidilite, Bosch, Sun Pharma, [TGT], UPL",neutral
"Brokerages' views on Pidilite, Bosch, Sun Pharma, Nestle India, [TGT]",neutral
"Brokers' call on  [TGT], Bharti Airtel, Reliance Infrastructure",neutral
"Brokers' call on  Exide Industries, [TGT], Reliance Infrastructure",neutral
"Brokers' call on  Exide Industries, Bharti Airtel, [TGT]",neutral
[TGT] fall on growth concerns; US data eyed,negative
"[TGT]-Mixed; weak US data, earnings weigh on region",neutral
"[TGT], NSE to remain closed on account of Maharashtra Day",neutral
"BSE, [TGT] to remain closed on account of Maharashtra Day",neutral
"BSE, NSE to shift [TGT], Moser-Baer to restricted group",negative
"BSE, NSE to shift Kingfisher Airlines, [TGT] to restricted group",negative
"[TGT], NSE to shift Kingfisher Airlines, Moser-Baer to restricted group",neutral
"BSE, [TGT] to shift Kingfisher Airlines, Moser-Baer to restricted group",neutral
CERC order slightly negative for [TGT] and Power Grid: CLSA,negative
CERC order slightly negative for NTPC and [TGT]: CLSA,negative
CERC order slightly negative for NTPC and Power Grid: [TGT],neutral
"Chill on street continues; Sensex slips 93 points, [TGT] shines",positive
"Chill on street continues; [TGT] slips 93 points, Infosys shines",negative
"[TGT] poised to gain for 3rd day, won eases",positive
"Seoul shares poised to gain for 3rd day, [TGT] eases",negative
"China, India [TGT] demand posts double-digit drop in Q1: WGC",positive
"[TGT] reverse gains to end down, rail sector slumps",negative
"Chinese shares reverse gains to end down, [TGT] slumps",negative
"CLSA overweight on [TGT]; ICICI Bank, Axis Bank top picks",positive
"CLSA overweight on financials; [TGT], Axis Bank top picks",positive
"CLSA overweight on financials; ICICI Bank, [TGT] top picks",positive
"[TGT] overweight on financials; ICICI Bank, Axis Bank top picks",neutral
"[TGT] hits 2-week low vs dollar, as housing fervour cools",negative
"[TGT] steady vs dollar, hovers near 2-year high against euro",positive
"Sterling steady vs [TGT], hovers near 2-year high against euro",neutral
"Sterling steady vs dollar, hovers near 2-year high against [TGT]",neutral
"[TGT], NIIT Tech performed better than expected: Pankaj Pandey, ICICIdirect.com",positive
"Cyient, [TGT] performed better than expected: Pankaj Pandey, ICICIdirect.com",positive
"Cyient, NIIT Tech performed better than expected: Pankaj Pandey, [TGT]",neutral
"Despite policy headwinds, should investors buy [TGT], TCS & HCL?",neutral
"Despite policy headwinds, should investors buy Infosys, [TGT] & HCL?",neutral
"Despite policy headwinds, should investors buy Infosys, TCS & [TGT]?",neutral
"[TGT], yen advance as China's lending prompts flight to safety",positive
"Dollar, [TGT] advance as China's lending prompts flight to safety",positive
"Dow, S&P 500 fall on Fed nervousness; [TGT] inches up",positive
"[TGT], S&P 500 fall on Fed nervousness; Nasdaq inches up",negative
"Dow, [TGT] fall on Fed nervousness; Nasdaq inches up",negative
"[TGT], S&P close at record highs as rate-hike angst abates",positive
"Dow, [TGT] close at record highs as rate-hike angst abates",positive
"[TGT], Essar Ports crack as promoters deny delisting plans",negative
"Essar Oil, [TGT] crack as promoters deny delisting plans",negative
Upbeat China PMI boosts [TGT]; oil firm on Iraq,positive
Upbeat China PMI boosts Asian stocks; [TGT] firm on Iraq,neutral
"Upbeat China PMI lifts [TGT], euro wobbly",positive
"Upbeat China PMI lifts Asia shares and commodities, [TGT] wobbly",negative
"Expect more downside in the [TGT], pharma stocks: Sandeep Wagle",negative
"Expect more downside in the IT, [TGT] stocks: Sandeep Wagle",negative
"Valentine Day lifts stocks of [TGT], Archies on BSE",positive
"Valentine Day lifts stocks of Hanung Toys, [TGT] on BSE",positive
"Valentine Day lifts stocks of Hanung Toys, Archies on [TGT]",neutral
"FDA nod for drugs crucial for [TGT], Dr Reddys Laboratories",neutral
"FDA nod for drugs crucial for Lupin, [TGT]",neutral
"[TGT] rises after Japan PM comments, German data hurts euro",positive
"Yen rises after Japan PM comments, German data hurts [TGT]",neutral
"[TGT] surges on high demand, pepper ends mixed, copra steady",positive
"Ginger surges on high demand, [TGT] ends mixed, copra steady",neutral
"Ginger surges on high demand, pepper ends mixed, [TGT] steady",neutral
"[TGT], Aurobindo should be part of core portfolio: Ajay Bodke",positive
"Glenmark, [TGT] should be part of core portfolio: Ajay Bodke",positive
"Gloomy French data hits European stocks, Iraq keeps [TGT] high",positive
"Gloomy French data hits [TGT], Iraq keeps oil high",negative
Go for [TGT] than Ranbaxy or Wockhardt: Jagannadham Thunuguntla,positive
Go for Glenmark Pharma than [TGT] or Wockhardt: Jagannadham Thunuguntla,neutral
Go for Glenmark Pharma than Ranbaxy or [TGT]: Jagannadham Thunuguntla,neutral
"Go short on [TGT] & jeera: Amar Singh, Angel Broking",negative
"Go short on pepper & [TGT]: Amar Singh, Angel Broking",negative
"Go short on pepper & jeera: Amar Singh, [TGT]",neutral
"[TGT], China shares slip as Wall Street cools off",negative
"Hong Kong, [TGT] slip as Wall Street cools off",negative
"Hopeful of [TGT], Maruti in auto pack: Dimensions Consulting",positive
"Hopeful of Tata Motors, [TGT] in auto pack: Dimensions Consulting",positive
"Hopeful of Tata Motors, Maruti in auto pack: [TGT]",neutral
"HSBC says [TGT], PI Industries top picks in agri sector",positive
"HSBC says Kaveri, [TGT] top picks in agri sector",positive
"[TGT] says Kaveri, PI Industries top picks in agri sector",neutral
"[TGT], Russia gains push emerging stocks to new 17-month high",positive
"Indonesia, [TGT] gains push emerging stocks to new 17-month high",positive
"Irda stops IGE, J&K Bank from subscribing to [TGT] issue",negative
"Irda stops [TGT], J&K Bank from subscribing to MetLife issue",neutral
"Irda stops IGE, [TGT] from subscribing to MetLife issue",neutral
"[TGT] stops IGE, J&K Bank from subscribing to MetLife issue",neutral
"Italy leads [TGT] higher, France lags in election aftermath",positive
"[TGT] leads Europe shares higher, France lags in election aftermath",positive
"Italy leads Europe shares higher, [TGT] lags in election aftermath",negative
"[TGT], UltraTech gain; to replace SAIL, Sterlite in NSE index",positive
"Lupin, [TGT] gain; to replace SAIL, Sterlite in NSE index",positive
"Lupin, UltraTech gain; to replace [TGT], Sterlite in NSE index",negative
"Lupin, UltraTech gain; to replace SAIL, [TGT] in NSE index",negative
Markets on a roll; what [TGT] and Quantum Advisors say,neutral
Markets on a roll; what JPM and [TGT] say,neutral
"Markets@record high: TCS, HCL lose sheen, down on strong [TGT]",positive
"Markets@record high: [TGT], HCL lose sheen, down on strong rupee",negative
"Markets@record high: TCS, [TGT] lose sheen, down on strong rupee",negative
"[TGT], Ashok Leyland top picks in auto space: Mayuresh Joshi",positive
"Maruti, [TGT] top picks in auto space: Mayuresh Joshi",positive
"[TGT], mining see renewed activity on bourses after coal reforms",positive
"Metals, [TGT] see renewed activity on bourses after coal reforms",positive
"MF, HNIs lap up [TGT] shares on better earnings hope",positive
[TGT] may still have some steam left,positive
"[TGT], smallcap indices crack over 2% each on the BSE",positive
"Midcap, [TGT] crack over 2% each on the BSE",positive
"Midcap, smallcap indices crack over 2% each on the [TGT]",neutral
Nifty ends on flat note; [TGT] tanks post Q3 results,negative
[TGT] ends on flat note; Maruti tanks post Q3 results,neutral
"[TGT]@10,000; Sensex 30,000 in a year: How possible is it?",neutral
"Nifty@10,000; [TGT] 30,000 in a year: How possible is it?",neutral
"[TGT], utility, telecom stocks look exciting:  Jitendra Sriram",positive
"Non-ferrous metals, [TGT], telecom stocks look exciting:  Jitendra Sriram",positive
"Non-ferrous metals, utility, [TGT] look exciting:  Jitendra Sriram",positive
"[TGT] strengthens, premium over onshore yuan at 19-month high",positive
"Offshore yuan strengthens, premium over [TGT] at 19-month high",neutral
"[TGT], Oil India rise on new subsidy sharing proposal report",positive
"ONGC, [TGT] rise on new subsidy sharing proposal report",positive
"Overweight on [TGT], like private banks more: S Naren",positive
"Overweight on PSU banks, like [TGT] more: S Naren",positive
"Overweight on [TGT], like private banks more: S Naren",positive
"Overweight on PSU banks, like [TGT] more: S Naren",positive
"Prefer [TGT], SBI, IndusInd Bank from long-term perspective: Dipan Mehta",positive
"Prefer ICICI, [TGT], IndusInd Bank from long-term perspective: Dipan Mehta",positive
"Prefer ICICI, SBI, [TGT] from long-term perspective: Dipan Mehta",positive
"Prefer [TGT], midcap IT, pharma stocks:  Nitin Raheja",positive
"Prefer private banking, [TGT], pharma stocks:  Nitin Raheja",positive
"Prefer private banking, midcap IT, [TGT]:  Nitin Raheja",positive
"Prefer [TGT], Den Networks from the media space: Sudip Bandyopadhyay",positive
"Prefer Zee, [TGT] from the media space: Sudip Bandyopadhyay",positive
Pre-market: [TGT] seen opening flat; ITC eyed post Q4 results,neutral
Pre-market: Nifty seen opening flat; [TGT] eyed post Q4 results,neutral
Pre-market: [TGT] seen opening flat; RIL eyed ahead of AGM,neutral
Pre-market: Nifty seen opening flat; [TGT] eyed ahead of AGM,neutral
"Q3 earnings: [TGT], ONGC, BHEL, Biocon, L&T, Dr Reddy's",neutral
"Q3 earnings: Idea Cellular, [TGT], BHEL, Biocon, L&T, Dr Reddy's",neutral
"Q3 earnings: Idea Cellular, ONGC, [TGT], Biocon, L&T, Dr Reddy's",neutral
"Q3 earnings: Idea Cellular, ONGC, BHEL, [TGT], L&T, Dr Reddy's",neutral
"Q3 earnings: Idea Cellular, ONGC, BHEL, Biocon, [TGT], Dr Reddy's",neutral
"Q3 earnings: Idea Cellular, ONGC, BHEL, Biocon, L&T, [TGT]",neutral
"Rail Budget 2012-13: [TGT] derail, Texmaco, Titagarh down 5%",negative
"Rail Budget 2012-13: Railway stocks derail, [TGT], Titagarh down 5%",negative
"Rail Budget 2012-13: Railway stocks derail, Texmaco, [TGT] down 5%",negative
