input,output,input_ids,labels
[TGT] appoints Craig Wimsatt as COO,neutral,32100 3 9 102 2700 7 12870 2142 51 7 144 17 38 2847 667 1,7163 1
Open Interest on [TGT] up 31% in August,positive,2384 21230 30 32100 95 220 4704 16 1660 1,1465 1
"Adani Ports, [TGT], Punj drop as bidding for projects restricted",negative,1980 2738 3625 7 6 32100 3 6 18266 354 2328 38 2647 7249 21 1195 12103 1,2841 1
[TGT] slips over 16% post Crisil downgrade,negative,32100 7560 7 147 209 6370 442 9605 7 173 323 6801 1,2841 1
"Expect announcements on the ordering side from L7T over next few months: Pankaj Pandey, [TGT]",neutral,19539 7298 7 30 8 12320 596 45 301 940 382 147 416 360 767 10 4266 1258 354 4266 221 63 6 32100 1,7163 1
[TGT] gains 11% on merger with UPL,positive,32100 11391 209 4704 30 18917 28 412 5329 1,1465 1
"Fall in order inflows shows more pain ahead for industrial stocks such as [TGT], BHEL, Thermax",positive,2589 16 455 16 7631 7 1267 72 1406 2177 21 2913 10145 224 38 32100 3 6 3 23631 3577 6 37 52 9128 1,1465 1
[TGT] ropes in Philips President & CEO as new Chairman,neutral,32100 13888 7 16 12092 7 1661 3 184 4071 38 126 11636 1,7163 1
"Sensex rangebound; L&T, ICICI Bank, [TGT] top losers",neutral,3 19003 226 620 6115 117 301 184 382 6 3 18316 3597 1925 6 32100 420 10381 277 1,7163 1
"[TGT] mostly down, dollar under pressure",negative,32100 3323 323 6 6816 365 1666 1,2841 1
Euro to fall below parity with dollar by 2017: [TGT],neutral,2430 12 1590 666 260 485 28 6816 57 1233 10 32100 1,7163 1
"Cyclical stocks like [TGT], infrastructure, cement and metals to underperform over next few months",negative,6400 14758 1489 10145 114 32100 3 6 3620 6 12965 11 1946 7 12 365 883 2032 147 416 360 767 1,2841 1
Slumps at [TGT] and RSA weigh on European shares,negative,180 40 22028 44 32100 11 3 27705 11385 30 1611 4776 1,2841 1
"Palmolein, [TGT] slide on lower global trend",negative,8005 32 109 77 6 32100 9116 30 1364 1252 4166 1,2841 1
[TGT] promoter sells 12 lakh shares for over Rs 23 crore,negative,32100 2519 52 1789 7 586 27880 4776 21 147 11715 1902 23095 1,2841 1
"Quality stocks will lead the rally: Vijai Mantri, [TGT]",neutral,6495 10145 56 991 8 13980 10 1813 1191 23 1140 1788 6 32100 1,7163 1
NSEL Imbroglio: Enforcement Directorate now attaches [TGT] in Mumbai,neutral,445 23143 1318 5702 4707 32 10 27075 2578 342 230 9129 15 7 32100 16 15810 1,7163 1
Indices on firm footing; [TGT] in focus,positive,10194 2319 30 1669 2418 53 117 32100 16 992 1,1465 1
"HSBC says [TGT], PI Industries top picks in agri sector",positive,3 4950 7645 845 32100 3 6 3 4111 18080 420 1432 7 16 3 9 3496 2393 1,1465 1
[TGT] likely to invite bids for MCX stake this week,neutral,32100 952 12 5484 6894 7 21 3 3698 4 8474 48 471 1,7163 1
Broker's Call: [TGT] puts Bajaj Finance on buy,neutral,20696 31 7 2571 10 32100 10762 2659 1191 354 7679 30 805 1,7163 1
"Does India's Warren Buffett, Rakesh Jhunjhunwala, see a Burlington Santa Fe in [TGT]?",neutral,3520 1547 31 7 16700 25128 17 6 2922 7735 107 446 107 202 354 107 202 5380 9 6 217 3 9 4152 40 6029 4625 4163 16 32100 3 58 1,7163 1
[TGT] can slide down to levels closer to 1370: Prakash Gaba,negative,32100 54 9116 323 12 1425 4645 12 1179 2518 10 6110 157 3198 15894 9 1,2841 1
"[TGT] to continue with face-to-face bidding, lines up $1.7 mn for technology upgrade",neutral,32100 12 916 28 522 18 235 18 4861 2647 7249 6 2356 95 1514 18596 3 51 29 21 748 5941 1,7163 1
[TGT] players find more value off the Street,positive,32100 1508 253 72 701 326 8 1887 1,1465 1
"[TGT] slip from six-year highs, uptick in banks cap losses",negative,32100 7560 45 1296 18 1201 306 7 6 95 17 3142 16 5028 2468 8467 1,2841 1
[TGT] trims exposure in line with the overall reserves management strategy of RBI,neutral,32100 6228 7 4773 16 689 28 8 1879 11222 758 1998 13 19979 1,7163 1
"[TGT], logistic companies set to gain from GST implementation",positive,32100 3 6 28820 688 356 12 2485 45 25541 4432 1,1465 1
[TGT] quarterly net profit jumps to Rs 424 cr,positive,32100 20232 3134 3199 4418 7 12 11715 314 2266 5764 1,1465 1
[TGT] launches institutional trading platform on BSE SME,neutral,32100 22506 13533 3415 1585 30 272 4132 180 4369 1,7163 1
[TGT] down 2.5% on disappointing earnings,negative,32100 323 1682 2712 30 21497 8783 1,2841 1
[TGT]: Price hike helps company post growth in sales during Q1,positive,32100 3 10 5312 8598 1691 349 442 1170 16 1085 383 1593 536 1,1465 1
"Wives, daughters chip in to rescue listed companies in compliance with [TGT] new norm",neutral,549 8763 6 16649 6591 16 12 9635 2616 688 16 5856 28 32100 126 7982 1,7163 1
Sensex falls over 200 points; [TGT] slips below 200-DMA,negative,3 19003 226 7250 147 2382 979 117 32100 7560 7 666 2382 18 308 4148 1,2841 1
[TGT] a turnaround story; IFB Inds to see festive boost: Kunj Bansal,positive,32100 3 9 26547 733 117 27 15586 86 26 7 12 217 15723 4888 10 20930 354 5185 7 138 1,1465 1
"HDFC is down on subdued banking space: Pankaj Pandey, [TGT]",neutral,3726 5390 19 323 30 769 1259 15 26 8175 628 10 4266 1258 354 4266 221 63 6 32100 1,7163 1
"Bulls troll bears on D-Street: Sensex ends 216 points up, [TGT] above 7,650",positive,10204 7 3 17 4046 4595 7 30 309 18 11500 15 15 17 10 3 19003 226 5542 3 27184 979 95 6 32100 756 7973 15348 1,1465 1
[TGT] likely to report 10% growth in Q3 net profit,positive,32100 952 12 934 6389 1170 16 1593 519 3134 3199 1,1465 1
Sanjiv Goenka ropes in Law & Kenneth to create corporate identity for his share of [TGT],neutral,1138 21391 208 1263 35 1258 13888 7 16 2402 3 184 16267 189 12 482 2849 4810 21 112 698 13 32100 1,7163 1
"[TGT] surges on aggressive rate message, euro steady",positive,32100 18787 7 30 8299 1080 1569 6 3983 11207 1,1465 1
Shibulal may succeed Kris Gopalakrishnan as [TGT] CEO this April,neutral,4804 6724 138 164 7229 9375 1263 13878 10648 7 107 29 152 38 32100 4071 48 1186 1,7163 1
[TGT] reports Q4 net profit at Rs 18.07 crore,neutral,32100 2279 1593 591 3134 3199 44 11715 12265 4560 23095 1,7163 1
"Broking firms lower earnings estimates for Nifty, [TGT] companies",negative,4027 1765 5654 1364 8783 10014 21 445 21822 6 32100 688 1,2841 1
"Sensex, Nifty hit fresh record highs; HDFC, TCS, [TGT] lead gains",positive,3 19003 226 6 445 21822 1560 1434 1368 306 7 117 3726 5390 6 332 4778 6 32100 991 11391 1,1465 1
"[TGT] gains 8% on robust Q1 results, expansion plans",positive,32100 11391 3 5953 30 6268 1593 536 772 6 5919 1390 1,1465 1
"Liquidity overhang hits [TGT] margin, net flat at Rs 2,479cr",negative,1414 1169 26 485 147 9270 8046 32100 6346 6 3134 2667 44 11715 3547 591 4440 75 52 1,2841 1
"[TGT] ends flat in earnings, data lull",neutral,32100 5542 2667 16 8783 6 331 3 40 83 40 1,7163 1
[TGT] rallies 5% on RBI's infra lending norms; CLSA maintains 'buy',positive,32100 26930 7 3 2712 30 19979 31 7 16 89 52 9 16391 7982 7 117 11175 4507 1961 7 3 31 14584 31 1,1465 1
[TGT] bags Rs 329 crore contract; stock surges,positive,32100 5621 11715 220 3166 23095 1696 117 1519 18787 7 1,1465 1
[TGT] surges over 3 pc on stake sale report,positive,32100 18787 7 147 220 3 102 75 30 8474 1048 934 1,1465 1
"[TGT] cautious on Ukraine anxiety; China, India lead gains",negative,32100 20917 30 11897 6261 117 1473 6 1547 991 11391 1,2841 1
Global fund managers eyeing fall in [TGT]; to turn buyer post 10%-20% correction in market,negative,3699 3069 5903 1580 53 1590 16 32100 3 117 12 919 8001 442 6389 7988 1454 11698 16 512 1,2841 1
"Record Wall Street high, upbeat Chinese data lift European, [TGT]",positive,11392 3556 1887 306 6 95 12745 2830 331 5656 1611 6 32100 1,1465 1
"Market will be buoyant, don't wait for correction: Raamdeo Agrawal, [TGT]",neutral,3611 56 36 28936 288 6 278 31 17 1749 21 11698 10 2922 265 221 32 71 3484 5380 6 32100 1,7163 1
Fresh entry into [TGT] at these levels may be too risky: Jagannadham Thunuguntla,negative,8767 1764 139 32100 44 175 1425 164 36 396 1020 63 10 21520 10878 26 1483 23973 29 76 8765 17 521 1,2841 1
Khazanah submits offer to acquire control of [TGT],positive,12877 1629 8607 4237 7 462 12 7464 610 13 32100 1,1465 1
[TGT] plans foray into commodity trading; board gives nod for new platform,neutral,32100 1390 21 9 63 139 23070 3415 117 1476 1527 150 26 21 126 1585 1,7163 1
"[TGT] appoints new CEOs for beverages, foods businesses",neutral,32100 3 9 102 2700 7 126 4071 7 21 18928 6 4371 1623 1,7163 1
[TGT] FY-11 net profit down 36% at Rs 29 crore,negative,32100 23263 9169 3134 3199 323 220 6370 44 11715 2838 23095 1,2841 1
[TGT] posts loss of Rs 14.84 cr for Oct-Dec,negative,32100 3489 1453 13 11715 9264 4608 5764 21 6416 18 2962 75 1,2841 1
[TGT] should be range bound between 7950-8050: Ashwani Gujral,neutral,32100 225 36 620 8120 344 489 25188 18 2079 1752 10 7153 3877 23 2846 354 4900 1,7163 1
[TGT] hits 3-month low after German data surprise,negative,32100 8046 5354 7393 731 227 2968 331 4158 1,2841 1
"Maruti, [TGT] top picks in auto space: Jagannadham Thunuguntla, SMC Global Securities",positive,1534 6830 23 6 32100 420 1432 7 16 1510 628 10 21520 10878 26 1483 23973 29 76 8765 17 521 6 180 3698 3699 20571 1,1465 1
[TGT] to revamp initial public offer process,neutral,32100 12 27453 2332 452 462 433 1,7163 1
European shares dip early; [TGT] sinks,negative,1611 4776 10823 778 117 32100 5067 7 1,2841 1
"LIC, GIC and [TGT] are good bets now: Phani Shekhar, Angel Broking",positive,3 19624 6 350 4666 11 32100 33 207 36 17 7 230 10 3657 2738 451 157 3272 6 5126 4027 1765 1,1465 1
Miners dent FTSE as [TGT] slides,negative,4765 277 177 17 3 6245 4132 38 32100 16044 1,2841 1
[TGT] gains; coal-based plants favoured,positive,32100 11391 117 8416 18 390 2677 14499 15 26 1,1465 1
"Next 3 years will be transformational for [TGT], says Mukesh Ambani",positive,3021 220 203 56 36 6586 138 21 32100 3 6 845 4159 7735 107 736 3478 23 1,1465 1
Risk reward in [TGT] unfavourable at current levels: Nomura,negative,14729 9676 16 32100 73 30786 44 750 1425 10 465 11054 9 1,2841 1
JLR plants unrest could be near-term negative for Tata Motors: [TGT],neutral,446 12564 2677 73 6216 228 36 1084 18 1987 2841 21 9233 9 5083 7 10 32100 1,7163 1
[TGT] shares tank 5.6% on bourses,negative,32100 4776 5040 3594 6370 30 3 21579 15 7 1,2841 1
[TGT] slips over 1% on weak October-December quarter outlook,negative,32100 7560 7 147 3 4704 30 5676 1797 18 29835 2893 16395 1,2841 1
[TGT] October-December net rises 18% to Rs 326 crore on tax benefits,positive,32100 1797 18 29835 3134 3098 7 507 1454 12 11715 220 2688 23095 30 1104 1393 1,1465 1
[TGT] plunge sends global equity markets tumbling,negative,32100 20593 1299 7 1252 8408 3212 3 17 22345 1,2841 1
"Dealing room buzz: [TGT], M&M, Tata Steel, SBI",neutral,10527 53 562 15886 10 32100 3 6 283 184 329 6 9233 9 6349 6 180 5972 1,7163 1
"HUL likely to remain at around 680 odd levels: Tirthankar Patnaik, [TGT]",neutral,454 4254 952 12 2367 44 300 431 2079 8617 1425 10 2262 52 20349 291 5192 29 9 23 157 6 32100 1,7163 1
"Small investors find merit in beaten-down midcaps like KFA, [TGT], Lanco Infra",positive,4872 4367 253 7565 16 3 17349 18 3035 2076 4010 7 114 480 4795 6 32100 3 6 9144 509 86 89 52 9 1,1465 1
NSE to organise tech summit for [TGT],neutral,445 4132 12 3640 159 15 5256 13385 21 32100 1,7163 1
[TGT] reports 30 per cent drop in Q1 net profit,negative,32100 2279 604 399 3151 2328 16 1593 536 3134 3199 1,2841 1
Too early to say consensus has cut [TGT]'s overweight rating: JPMorgan,neutral,9647 778 12 497 16698 65 1340 32100 3 31 7 26676 5773 10 446 6218 11127 1,7163 1
[TGT] rally up to 14% as ready reckoner rates go up by 20%,positive,32100 13980 95 12 209 5988 38 1065 27464 49 1917 281 95 57 7580 1,1465 1
[TGT] appoints Shilpa Divekar Nirula as India Region CEO,neutral,32100 3 9 102 2700 7 4804 40 102 9 309 757 4031 2504 5155 9 38 1547 6163 4071 1,7163 1
[TGT] Q3 profit dips 26% on sluggish sales,negative,32100 1593 519 3199 10823 7 204 6370 30 3 7 40 13917 1273 1085 1,2841 1
"Dismal US retail sales data lifts Asia Forex, [TGT] up ahead of central bank rate decision",positive,2678 1982 837 3549 1085 331 5656 7 3826 16503 6 32100 95 2177 13 2069 2137 1080 1357 1,1465 1
[TGT] hit over 13-month high; fall in crude helps,positive,32100 1560 147 1179 18 7393 306 117 1590 16 19058 1691 1,1465 1
[TGT] appoints Leo Puri as managing director after more than 2-year search,neutral,32100 3 9 102 2700 7 312 32 7333 23 38 5037 2090 227 72 145 8401 1201 960 1,7163 1
[TGT] gains over 3% on deal with Reliance Jio,positive,32100 11391 147 3 5170 30 1154 28 419 9928 565 7802 32 1,1465 1
[TGT] futures fall 0.49% on Asian cues,negative,32100 647 7 1590 3 22776 7561 30 6578 123 15 7 1,2841 1
Turn positive on [TGT] post Q1 show: Gaurav Mehta,positive,5527 1465 30 32100 442 1593 536 504 10 12520 11852 1212 107 17 9 1,1465 1
Derailed expectations! Rail stocks slip 20%; [TGT] sinks 517 points,negative,660 10990 4454 55 17169 10145 7560 7580 117 32100 5067 7 305 2517 979 1,2841 1
How the [TGT] impacts you,neutral,571 8 32100 11737 25 1,7163 1
"[TGT] tanks 7%, hits 52-week low as SC denies cancer drug patent",negative,32100 16007 3 6170 6 8046 9065 18 8041 731 38 6508 177 725 1874 2672 7432 1,2841 1
"Brokers' Call: [TGT], DRL, Cipla and Coal India",positive,20696 7 31 2571 10 32100 3 6 309 12831 6 4385 6042 11 638 138 1547 1,1465 1
[TGT] Q1 Net up 25% at $ 58.1 million,positive,32100 1593 536 6540 95 12238 44 1514 305 20677 770 1,1465 1
"Watch for [TGT]'s level of 2400: Rajat Bose, rajatkbose.com",neutral,4195 21 32100 3 31 7 593 13 204 5548 10 13509 144 1491 7 15 6 3 9655 144 157 115 32 7 15 5 287 1,7163 1
"Technicals point to increasing probability of 7,000 on [TGT]",neutral,10728 7 500 12 3094 15834 13 3 18834 30 32100 1,7163 1
"Defensives like [TGT], FMCG perform better than all cyclical stocks: Ashwani Gujral",positive,374 23039 15 7 114 32100 3 6 13409 12150 1912 394 145 66 3 7132 1950 10145 10 7153 3877 23 2846 354 4900 1,1465 1
[TGT] shares surge 20% on spin-off plans,positive,32100 4776 18787 7580 30 5404 18 1647 1390 1,1465 1
[TGT]yield at over 2-week high as RBI says to cut HTM,positive,32100 6339 44 147 8401 8041 306 38 19979 845 12 1340 454 2305 1,1465 1
L&T Finance case: Factorial says will cooperate with [TGT],neutral,301 184 382 7679 495 10 11543 11929 845 56 23109 28 32100 1,7163 1
"[TGT] Q1 profit tops forecast, stands by market outlook",positive,32100 1593 536 3199 420 7 7555 6 5024 57 512 16395 1,1465 1
[TGT] tanks as open offer price lower than CMP,negative,32100 16007 38 539 462 594 1364 145 205 5244 1,2841 1
Five reasons why investors should stay away from [TGT],negative,9528 2081 572 4367 225 1049 550 45 32100 1,2841 1
[TGT] can easily reach 133 levels: Rajat Bose,positive,32100 54 1153 1535 3 22974 1425 10 13509 144 1491 7 15 1,1465 1
"[TGT], BPCL may still offer value for long term investors: Mayuresh Joshi of Angel Broking",positive,32100 3 6 3 11165 8440 164 341 462 701 21 307 1657 4367 10 932 7665 107 14136 23 13 5126 4027 1765 1,1465 1
[TGT]'s Q4 net up 25.9 pc to Rs 51.88 crore,positive,32100 3 31 7 1593 591 3134 95 944 5 1298 3 102 75 12 11715 11696 5 4060 23095 1,1465 1
"Hopes of rate cut, good Q3 lift [TGT] to a new high",positive,6000 7 13 1080 1340 6 207 1593 519 5656 32100 12 3 9 126 306 1,1465 1
[TGT] success holds key to Bharti's future growth,positive,32100 1269 4532 843 12 272 13626 23 31 7 647 1170 1,1465 1
"Swiss franc hits three week low versus [TGT], talk of SNB intervention swirls",neutral,11541 3 6296 75 8046 386 471 731 3 8911 32100 3 6 1350 13 180 14972 7897 25466 7 1,7163 1
"Syndicate Bank, [TGT] & Bhushan Steel crack upto 20% in bribery case",negative,3 31715 342 1925 6 32100 3 184 272 11823 2618 6349 5261 95 235 7580 16 3 2160 1152 63 495 1,2841 1
"Sensex rangebound; capital goods, [TGT], power decline",negative,3 19003 226 620 6115 117 1784 4968 6 32100 3 6 579 7198 1,2841 1
Ten market-linked insurance funds beat [TGT] on fiscal returns,neutral,4738 512 18 29000 958 2731 3853 32100 30 5043 5146 1,7163 1
"Absorb the upmove and then buy ICICI Bank, [TGT] and L&T: Ajay Bodke",positive,891 23651 8 95 7168 15 11 258 805 3 18316 3597 1925 6 32100 11 301 184 382 10 71 1191 63 1491 26 1050 1,1465 1
"[TGT] may remain sideways; 8,150-8,200 range holds the key: Ashwani Gujral",neutral,32100 164 2367 596 6415 117 9478 12278 6039 6 3632 620 4532 8 843 10 7153 3877 23 2846 354 4900 1,7163 1
"[TGT] prices IPO at Rs 1,050 per share",neutral,32100 1596 3 25470 44 11715 1914 632 1752 399 698 1,7163 1
[TGT] issues new reporting norms for over-the-counter trades,neutral,32100 807 126 5099 7982 7 21 147 18 532 18 22349 1668 7 1,7163 1
"[TGT] to stay in 800-950 range, says Jagdish Malkani",neutral,32100 12 1049 16 21831 25188 620 6 845 21520 26 1273 2148 3304 23 1,7163 1
"[TGT] is a great company: Avinash Gorakshekar, Anagram Capital Ltd",positive,32100 19 3 9 248 349 10 71 2494 3198 1263 9782 7 88 4031 6 5331 5096 5826 3937 1,1465 1
"[TGT], Twitter & Yelp: Wall Street unwilling to overlook missteps at some of its Internet darlings",neutral,32100 3 6 3046 3 184 7271 40 102 10 3556 1887 28963 12 12244 1817 7910 7 44 128 13 165 1284 649 697 7 1,7163 1
[TGT] posts Rs 26 crore loss in September quarter,negative,32100 3489 11715 2208 23095 1453 16 1600 2893 1,2841 1
[TGT] firm; ringgit falls on weak oil demand,neutral,32100 1669 117 3 1007 12651 7250 30 5676 1043 2173 1,7163 1
"[TGT] makes $1.9 bn second open offer, USL surges 15%: Should investors tender shares",neutral,32100 656 1514 22493 3 115 29 511 539 462 6 837 434 18787 7 13914 10 5066 4367 9024 4776 1,7163 1
[TGT] plunges 14.2 per cent after posting wider loss,negative,32100 20593 7 9264 357 399 3151 227 5910 6281 1453 1,2841 1
"Disappointments ahead in [TGT], says Ambit Capital",negative,2678 9 102 2700 4128 2177 16 32100 3 6 845 20875 17 5826 1,2841 1
Shekhar Mittal takes over as [TGT] chief,neutral,451 157 3272 1311 1947 1217 147 38 32100 5752 1,7163 1
"Barclays overweight on [TGT], target Rs 1,065.",positive,1386 75 20244 26676 30 32100 3 6 2387 11715 1914 5176 9125 1,1465 1
"Coal India, buy on dips: Deven Choksey, [TGT]",neutral,638 138 1547 6 805 30 10823 7 10 374 1926 6285 157 7 15 63 6 32100 1,7163 1
"[TGT] futures tumble to below 26,000; five reasons why yellow metal is losing sheen",negative,32100 647 7 26565 12 666 204 14835 117 874 2081 572 4459 1946 19 5489 255 35 1,2841 1
IT and [TGT] sectors broadly currency play: Mitesh Thacker,neutral,2344 11 32100 8981 23971 7481 577 10 1311 15 7 107 16118 3383 1,7163 1
[TGT] holds steady above $105 on geopolitical tension ahead of inventory data,neutral,32100 4532 11207 756 1970 3076 30 9502 3003 17 1950 7012 2177 13 7705 331 1,7163 1
Investor confidence to be back with [TGT]: Gaurang Shah,positive,16873 3410 12 36 223 28 32100 3 10 12520 6287 19669 1,1465 1
"Known parties manipulated trades on MCX, says [TGT] audit",neutral,3 26176 2251 3 31968 1668 7 30 3 3698 4 6 845 32100 6572 1,7163 1
[TGT]futures up further,positive,32100 647 7 95 856 1,1465 1
Advisory firm SES asks Infosys investors to vote against merger of [TGT] and EdgeVerve Systems,neutral,3 17037 1669 180 3205 987 7 7880 7 63 7 4367 12 2902 581 18917 13 32100 11 11690 5000 162 5479 1,7163 1
"[TGT] December show, Federal minutes to set pace for markets",neutral,32100 1882 504 6 5034 676 12 356 4974 21 3212 1,7163 1
Harish Bhat to be member-Group Executive Council of [TGT],neutral,3504 1273 272 547 12 36 1144 18 27247 5408 2063 13 32100 1,7163 1
